Designation (and name)     Prov. Des.  Ln      q       Q      H     Epoch      M     Peri.  Node    Incl.   e      a      Opps.     Ref.
                           2007 ES232  L5    4.758   5.536  14.1   20201217  304.60  313.5  344.2   28.4  0.076   5.147     5     MPO512919
                           2007 EM233  L5    4.913   5.470  14.3   20201217  198.64  210.6  208.2   19.8  0.054   5.192     7     MPO554128
                           2007 EV233  L5    4.628   5.759  14.2   20201217   56.97   15.5  180.8   22.5  0.109   5.194     9     MPO554128
                           2007 EQ234  L5    4.514   5.931  14.3   20201217    7.59  212.4   34.1    5.1  0.136   5.222     5     MPO554128
                           2007 EU234  L5    4.827   5.447  14.4   20201217   11.77   81.4  170.4   18.5  0.060   5.137     7     MPO562087
                           2007 EA235  L5    4.896   5.572  14.6   20201217   29.87   30.2  194.7   10.8  0.065   5.234     6     MPO554128
                           2007 EC235  L5    4.818   5.721  14.1   20201217  288.76  147.6  194.8   27.7  0.086   5.270     7     MPO554128
                           2007 ES235  L5    5.020   5.238  14.2   20200531  324.86  103.0  187.3   27.7  0.021   5.129     7     MPO562087
                           2007 ER238  L5    4.580   5.766  14.5   20201217    5.54  265.4  331.3    4.1  0.115   5.173     8     E2020-OA3
                           2007 ET239  L5    4.863   5.516  14.4   20200531  334.49   64.3  181.2   18.3  0.063   5.190     7     MPO555290
                           2007 FT6    L5    4.530   5.807  14.3   20201217  339.29  277.6  359.6   21.2  0.124   5.169     6     MPO545696
                           2007 FV13   L5    4.704   5.548  14.4   20201217  348.19  144.3  132.1   10.3  0.082   5.126     8     MPO547035
                           2007 FV36   L5    5.186   5.238  14.2   20070321  253.0   271.2   32.8   24.6  0.005   5.212  ( 41d)   MPO120860
                           2007 FJ54   L5    5.056   5.285  14.4   20201217   12.74   43.9  189.9   27.3  0.022   5.171     8     MPO554129
                           2007 FH57   L5    4.466   6.015  14.7   20201217    5.91   51.6  197.8    8.6  0.148   5.240     5     MPO554129
                           2007 FS57   L5    4.716   5.741  14.7   20201217   43.06  284.3  284.5    3.6  0.098   5.229     5     MPO545696
                           2007 FA59   L5    5.078   5.295  14.4   20201217  356.64   62.5  168.4    3.7  0.021   5.187     8     MPO545696
                           2007 FM59   L5    4.861   5.535  14.6   20201217  328.22  272.6    9.1   23.4  0.065   5.198     4     MPO554129
                           2007 FQ60   L5    5.169   5.268  14.4   20201217  236.56  200.4  169.0   26.3  0.009   5.219     7     E2020-O85
                           2007 FH61   L5    4.524   6.073  13.9   20201217  251.24  205.1  141.6   12.3  0.146   5.299    11     E2020-UQ6
                           2007 FT61   L5    4.584   5.728  14.4   20201217  310.26  106.7  200.7    0.8  0.111   5.156     9     MPC xxxxx
                           2007 GG26   L5    4.590   5.798  14.6   20201217   19.27   54.3  187.6    7.2  0.116   5.194     7     MPO554130
                           2007 GA69   L5    5.098   5.237  14.5   20200531  294.41  111.7  186.8    5.7  0.013   5.167    10     MPO562090
                           2007 GN80   L5    5.029   5.402  14.0   20201217  349.20  218.0   42.3   25.5  0.036   5.215     7     MPO554130
                           2007 HO8    L5    5.099   5.346  14.5   20201217   72.00  337.3  202.6   32.3  0.024   5.223     3     E2020-N66
                           2007 HF10   L5    5.117   5.324  14.3   20201217  318.35   99.7  201.3   30.0  0.020   5.220     5     MPO554130
                           2007 HO69   L5    5.236   5.334  13.5   20201217  217.81  334.9   64.1   20.1  0.009   5.285     9     MPO554131
                           2007 HS100  L5    5.156   5.384  13.9   20201217  252.00  338.0   32.3   11.2  0.022   5.270     9     MPO554132
                           2007 HJ101  L5    4.758   5.719  14.2   20201217  252.45  340.8   23.2    7.5  0.092   5.239    11     MPO554132
                           2007 HE105  L5    4.433   5.938  14.4   20201217   57.32  159.5   39.6   15.0  0.145   5.186     4     MPO512990
                           2007 HQ107  L5    4.865   5.579  14.2   20201217  275.43  155.4  196.7   16.8  0.068   5.222     8     MPO554132
                           2007 JZ9    L5    4.927   5.428  13.6   20201217  301.51  115.8  173.8   31.7  0.048   5.178    10     MPO545698
                           2007 JP47   L5    4.931   5.667  13.8   20201217  301.63  262.2   42.3   22.3  0.069   5.299     9     MPO554133
                           2007 KF2    L5    4.784   5.701  14.0   20201217  345.25  220.1   46.9   31.5  0.087   5.242     5     E2020-O05
                           2007 KY9    L5    5.092   5.364  14.1   20201217  358.86   44.2  225.2    8.7  0.026   5.228    12     MPO554133
                           2007 KX10   L5    5.104   5.477  13.8   20201217  252.89  338.7   28.8   24.8  0.035   5.291     7     MPO554133
                           2007 MA30   L4    4.636   5.766  13.9   20201217  317.03  132.6  279.1   21.9  0.109   5.201     5     E2020-U88
                           2007 PX4    L4    4.919   5.568  14.3   20201217  307.81  134.2  289.6    9.5  0.062   5.244     5     E2021-A62
                           2007 PO52   L4    4.684   5.707  14.3   20201217    3.79  248.3  131.4   20.3  0.099   5.196     6     MPO599022
                           2007 RG5    L4    4.743   5.700  14.5   20201217    5.98  262.8  105.4    4.7  0.092   5.221     8     E2020-U88
                           2007 RB64   L4    5.125   5.412  14.0   20201217   96.20  283.4  357.8    2.1  0.027   5.269    15     MPO599023
                           2007 RQ72   L4    4.530   5.863  14.4   20201217   75.54  319.8  344.7   12.4  0.128   5.197     7     E2020-W27
                           2007 RD123  L4    4.831   5.541  14.9   20201217   28.46  345.9   17.4    4.4  0.068   5.186     8     MPO599024
                           2007 RZ158  L4    4.957   5.457  14.2   20201217  302.63  316.6  142.9    7.4  0.048   5.207    11     MPO599025
                           2007 RE166  L4    4.933   5.604  14.5   20201217   15.35  214.0  161.3    7.9  0.064   5.269     9     E2020-V70
                           2007 RK185  L4    4.941   5.622  14.6   20201217   16.14    8.1   23.6    9.1  0.064   5.281     7     E2020-V92
                           2007 RJ198  L4    4.905   5.458  14.4   20201217   13.11  219.6  153.4   24.7  0.053   5.182     7     MPO599026
                           2007 RL198  L4    4.792   5.670  14.0   20201217   16.71  210.9  153.4   24.2  0.084   5.231     9     E2020-UH6
                           2007 RB263  L4    4.625   5.862  13.8   20201217  359.10   54.8  321.2   18.1  0.118   5.243     7     E2020-V70
                           2007 RJ264  L4    5.047   5.512  14.2   20201217  358.43  212.7  179.7   11.3  0.044   5.279     9     MPO599027
                           2007 RQ308  L4    4.738   5.592  14.5   20201217  337.48  216.2  210.1    3.2  0.083   5.165     3     MPO599028
                           2007 RP329  L4    4.914   5.341  13.8   20201217  209.37  217.2  314.3    6.2  0.042   5.128    12     MPO599028
                           2007 RX338  L4    4.853   5.462  13.9   20201217   45.59  187.0  143.8   10.3  0.059   5.157    10     E2020-W08
                           2007 RH339  L4    4.983   5.470  14.1   20201217   49.73  144.1  183.5   28.2  0.047   5.227     8     MPO599029
                           2007 RR344  L4    4.854   5.376  14.5   20201217  350.32   69.4  316.8   16.7  0.051   5.115     6     E2020-UK5
                           2007 RW346  L4    5.014   5.426  14.4   20201217  281.12  311.9  137.2   10.0  0.039   5.220     7     E2020-UG0
                           2007 RX347  L4    4.941   5.415  14.2   20201217   53.68  173.0  138.5   11.7  0.046   5.178     7     E2020-W08
                           2007 RD348  L4    4.366   6.056  14.3   20201217    2.69   85.6  279.6    3.6  0.162   5.211     9     E2020-V70
                           2007 RP348  L4    4.802   5.820  14.7   20201217   17.86  196.7  160.9    6.3  0.096   5.311     4     MPO599029
                           2007 RR348  L4    4.627   5.839  14.7   20201217   13.26  195.3  169.3    5.4  0.116   5.233     5     MPO599029
                           2007 RK351  L4    5.090   5.511  14.2   20201217  260.85  291.5  172.5    5.3  0.040   5.300     9     MPO562103
                           2007 RW351  L4    4.433   5.903  15.1   20201217   74.49  128.0  177.8    5.4  0.142   5.168     4     E2020-E12
                           2007 RP352  L4    4.863   5.449  14.3   20201217  285.96  199.3  271.1   18.9  0.057   5.156     5     E2020-TB6
                           2007 RS352  L4    4.835   5.475  14.7   20201217  332.33   86.7  338.9   12.5  0.062   5.155     7     E2020-V92
                           2007 RR355  L4    4.669   5.779  14.5   20201217  127.77  239.0   14.7   11.9  0.106   5.224     6     E2020-UG0
                           2007 RB356  L4    4.712   5.827  14.2   20201217   26.00   21.7  332.6   17.1  0.106   5.270     7     E2020-V92
                           2007 SP25   L4    4.942   5.651  13.5   20201217  330.09  116.3  294.4   14.4  0.067   5.296    10     MPO599031
                           2007 SN27   L4    4.847   5.452  14.2   20201217  338.79  249.7  173.6    9.0  0.059   5.149     8     MPO599031
                           2007 TT13   L4    4.744   5.836  13.8   20201217  321.92  162.3  247.1   13.2  0.103   5.290     7     MPO599031
                           2007 TJ359  L4    4.994   5.466  14.6   20201217  340.58  118.1  314.1    3.9  0.045   5.230     8     MPO599036
                           2007 TY454  L4    4.965   5.377  13.8   20201217  190.28  222.4  336.2   16.7  0.040   5.171    10     MPO599038
                           2007 TZ454  L4    4.869   5.386  13.6   20201217  336.67  126.4  305.8    9.0  0.050   5.127    14     MPO599038
                           2007 TB460  L4    4.899   5.766  14.0   20201217  323.84  266.2  166.2    4.9  0.081   5.333    11     MPO599038
                           2007 TD478  L4    4.860   5.522  14.1   20201217  320.59  108.7  329.3   19.8  0.064   5.191     7     MPO599039
                           2007 XU64   L4    4.825   5.721  13.4   20201217    1.52   63.2  318.4   19.3  0.085   5.273     8     MPO599054
                           2008 CC238  L5    4.803   5.599  13.8   20201217  254.40  208.6  138.6   32.4  0.076   5.201     8     MPO545719
                           2008 EA18   L5    4.686   5.657  13.8   20201217  329.94   29.5  235.9   10.7  0.094   5.172    11     MPO554174
                           2008 ED29   L5    4.643   5.654  13.6   20201217  278.46  292.7   36.1   16.3  0.098   5.149     8     MPO554174
                           2008 EC54   L5    4.821   5.535  13.6   20201217  257.53  274.7   47.9   13.2  0.069   5.178    11     MPO543290
                           2008 EA69   L5    4.854   5.668  13.3   20200531  338.12  168.9  105.2   16.7  0.077   5.261    11     MPO562137
                           2008 EO85   L5    5.051   5.358  13.6   20201217  274.76  244.2   96.6   37.8  0.030   5.204     6     MPO554175
                           2008 EO177  L5    5.117   5.236  14.0   20201217  282.43  284.4   18.9   29.0  0.012   5.176     5     MPO545722
                           2008 EE190  L5    4.794   5.569  14.1   20201217  283.56  163.7  146.6    4.9  0.075   5.181    11     E2020-OA3
                           2008 EG190  L5    4.802   5.605  14.2   20201217  314.77  232.9   49.7    6.1  0.077   5.203     8     E2020-N37
                           2008 EY190  L5    4.581   5.739  14.4   20201217  325.85   85.4  196.1   14.7  0.112   5.160     8     E2020-O85
                           2008 FK40   L5    4.694   5.739  14.2   20201217  330.12   79.0  186.3   14.0  0.100   5.216     8     MPO545723
                           2008 FU81   L5    5.009   5.396  14.0   20201217  310.15  247.8   20.1   11.9  0.037   5.203     6     E2020-N37
                           2008 FM87   L5    5.071   5.328  13.6   20201217  276.02  266.6   52.3   20.9  0.025   5.200     8     MPO545723
                           2008 FB120  L5    4.805   5.331  14.5   20201217  231.83  265.7   96.3    6.5  0.052   5.068     8     MPO545723
                           2008 FH132  L5    4.759   5.634  14.5   20201217   17.53  190.4    7.8   17.0  0.084   5.196     6     MPO543299
                           2008 FQ132  L5    4.824   5.399  14.1   20201217  328.57   84.8  194.1   27.5  0.056   5.111     7     MPO554179
                           2008 FB133  L5    4.827   5.432  14.2   20201217  338.50  217.2   53.7   18.1  0.059   5.130    10     MPO554179
                           2008 FL138  L5    4.952   5.407  13.9   20201217  351.96  205.7   62.2   11.4  0.044   5.180    10     MPO554179
